id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1336452525600493569,1336266143858909184,2020-12-08 23:28:06 UTC,2020-12-08,23:28:06,+0000,486795466,_sadstatue,🦜,,"@Suikon4 @spostren @T_Bouhafs Bref, on tourne en rond, tu n’y connaît rien en sciences sociales et t’es de mauvaise foi donc bonne soirée, t’es masqué",fr,[],[],[],0,0,0,[],[],https://twitter.com/_sadstatue/status/1336452525600493569,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336452524715470855,1336266143858909184,2020-12-08 23:28:06 UTC,2020-12-08,23:28:06,+0000,1267959180075433985,alydiouara,Aly D,,@T_Bouhafs « Ouais c’est la vérité » 👍🏿,fr,[],[],[],0,0,2,[],[],https://twitter.com/AlyDiouara/status/1336452524715470855,False,,0,,,,,,,,"[{'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336452335523016705,1336266143858909184,2020-12-08 23:27:21 UTC,2020-12-08,23:27:21,+0000,486795466,_sadstatue,🦜,,"@Suikon4 @spostren @T_Bouhafs Bah ça on le saura jamais du coup Les gens qui se font fouiller leur bagnole c’est rarement parce que les flics ont senti l’odeur de l’autre côté de la route mais bref, les « oh lui il fume pas ça se voit » alors qu’en plus de fumer ils dealent on connaît",fr,[],[],[],2,0,0,[],[],https://twitter.com/_sadstatue/status/1336452335523016705,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336450968519651329,1336266143858909184,2020-12-08 23:21:55 UTC,2020-12-08,23:21:55,+0000,486795466,_sadstatue,🦜,,"@Suikon4 @T_Bouhafs Puis les Blancs meurent en grande majorité de la main d’autres Blancs, les Hispaniques pareil donc ce que tu dis ne prouve quedale",fr,[],[],[],1,0,0,[],[],https://twitter.com/_sadstatue/status/1336450968519651329,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336450538049839104,1336266143858909184,2020-12-08 23:20:12 UTC,2020-12-08,23:20:12,+0000,486795466,_sadstatue,🦜,,@Suikon4 @T_Bouhafs Les deux sont anormaux hein sauf que les policiers sont payés pas l’Etat pour protéger la population et pas tirer sur des gens ou se foutre sur leur thorax sans raison; les gangsters ne prennent pas leurs ordre du gouvernement et connaissent les risques.,fr,[],[],[],1,0,0,[],[],https://twitter.com/_sadstatue/status/1336450538049839104,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336449756298670082,1336289772868931584,2020-12-08 23:17:06 UTC,2020-12-08,23:17:06,+0000,1334232476852621312,dadimadama,Daissam,,@YAOBUYAO @AA_Avocats @T_Bouhafs Hurler à l'islam continuellement n'a rien de laïc. Il faut arrêter de dévoyer la laïcité.,fr,[],[],[],0,0,0,[],[],https://twitter.com/DadiMadama/status/1336449756298670082,False,,0,,,,,,,,"[{'screen_name': 'YAOBUYAO', 'name': 'Stéphane YAOB', 'id': '179479488'}, {'screen_name': 'AA_Avocats', 'name': 'Arié Alimi', 'id': '2218023326'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336448474976575497,1336228878541615104,2020-12-08 23:12:01 UTC,2020-12-08,23:12:01,+0000,1192940483439411200,coazun7556,Coazun7556,,"@Poulin2012 @T_Bouhafs @GaspardGlanz Discours de classe le nobliau, tendance extreme droite de villiers! Ça mine, la gueuserie qui debusque les benala, et autres!",fr,[],[],[],0,0,0,[],[],https://twitter.com/coazun7556/status/1336448474976575497,False,,0,,,,,,,,"[{'screen_name': 'Poulin2012', 'name': 'Alexis Poulin', 'id': '474073938'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}, {'screen_name': 'GaspardGlanz', 'name': 'Gaspard Glanz', 'id': '53798973'}]",,,,
1336448427798904833,1336266143858909184,2020-12-08 23:11:49 UTC,2020-12-08,23:11:49,+0000,1182246196087345152,suikon4,Suikon,,"@_sadstatue @spostren @T_Bouhafs Une exception qui qui confirme la règle, si on fait les proportions je suis pas que ça te donne raison. Ils se font contrôler pour un excès de vitesse pas pour des stup. Pour le peu de gens qui ont des stup sur eux ils vont pas le montrer.",fr,[],[],[],1,0,0,[],[],https://twitter.com/Suikon4/status/1336448427798904833,False,,0,,,,,,,,"[{'screen_name': '_sadstatue', 'name': '\U0001f99c', 'id': '486795466'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336448003364839428,1336291446136180737,2020-12-08 23:10:08 UTC,2020-12-08,23:10:08,+0000,754382939350327300,atebuena,Fingerella,,@laveritepradama @T_Bouhafs Le parallèle avec le film Les misérables est inquiétant.,fr,[],[],[],0,0,0,[],[],https://twitter.com/AteBuena/status/1336448003364839428,False,,0,,,,,,,,"[{'screen_name': 'laveritepradama', 'name': 'La Vérité Pour Adama', 'id': '783710695716159489'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336447111483826176,1336266143858909184,2020-12-08 23:06:36 UTC,2020-12-08,23:06:36,+0000,1182246196087345152,suikon4,Suikon,,@_sadstatue @T_Bouhafs Un noir a 9x fois plus de chance de se faire tuer par un autre noir aux usa mais pour toi c’est les risques du métier c’est normal. Au contraire un flic qui tue qlq un c’est pas normal. Tu te rend même pas compte ce que y’a haine anti flic te fait dire,fr,[],[],[],2,0,0,[],[],https://twitter.com/Suikon4/status/1336447111483826176,False,,0,,,,,,,,"[{'screen_name': '_sadstatue', 'name': '\U0001f99c', 'id': '486795466'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336447093221822468,1336021145028603904,2020-12-08 23:06:31 UTC,2020-12-08,23:06:31,+0000,1203514790242668546,julesiiaze,Jules,,@minisd13 @DamienRieu @T_Bouhafs Un jour je vous enverrai « les » listes de comptes bloqués par Rieu. Vous allez rire !,fr,[],[],[],0,0,0,[],[],https://twitter.com/JulesIiaze/status/1336447093221822468,False,,0,,,,,,,,"[{'screen_name': 'minisd13', 'name': 'isabelle de france🇫🇷', 'id': '798315040587784192'}, {'screen_name': 'DamienRieu', 'name': 'Damien Rieu', 'id': '978184280'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336446337265655808,1336021145028603904,2020-12-08 23:03:31 UTC,2020-12-08,23:03:31,+0000,1334237383114493953,ekip667_bmf,Freeze Raël,,@Scquickk @GingerellaL @DamienRieu @T_Bouhafs Mouai  https://t.co/82M0K4U7Jb,fr,[],[],['https://pbs.twimg.com/tweet_video_thumb/EowC2skWEAAXaQk.jpg'],0,0,0,[],[],https://twitter.com/Ekip667_BMF/status/1336446337265655808,False,,1,https://pbs.twimg.com/tweet_video_thumb/EowC2skWEAAXaQk.jpg,,,,,,,"[{'screen_name': 'Scquickk', 'name': 'Marmotte Duveuteuseu', 'id': '1385654450'}, {'screen_name': 'GingerellaL', 'name': 'Gingerella Longstocking', 'id': '1221027909844062208'}, {'screen_name': 'DamienRieu', 'name': 'Damien Rieu', 'id': '978184280'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336445923552006145,1336021145028603904,2020-12-08 23:01:52 UTC,2020-12-08,23:01:52,+0000,1385654450,scquickk,Marmotte Duveuteuseu,,@Ekip667_BMF @GingerellaL @DamienRieu @T_Bouhafs Juste après ta #Remigration...,fr,[],[],[],1,0,0,['remigration'],[],https://twitter.com/Scquickk/status/1336445923552006145,False,,0,,,,,,,,"[{'screen_name': 'Ekip667_BMF', 'name': 'Freeze Raël', 'id': '1334237383114493953'}, {'screen_name': 'GingerellaL', 'name': 'Gingerella Longstocking', 'id': '1221027909844062208'}, {'screen_name': 'DamienRieu', 'name': 'Damien Rieu', 'id': '978184280'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336445583914119174,1336266143858909184,2020-12-08 23:00:31 UTC,2020-12-08,23:00:31,+0000,1109210361490821128,alkaps3,le maçon franc,,"@T_Bouhafs Ils lui ont dit pas de contrôle, il a été sans pitié 😂 excellent",fr,[],[],[],0,0,0,[],[],https://twitter.com/AlKaps3/status/1336445583914119174,False,,0,,,,,,,,"[{'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336444167480815617,1336266143858909184,2020-12-08 22:54:54 UTC,2020-12-08,22:54:54,+0000,486795466,_sadstatue,🦜,,"@Suikon4 @spostren @T_Bouhafs Oh mais les gens friqués vendent aussi hein, ils se font même contrôler par la police pour excès de vitesse et repartent tranquille alors qu’ils ont des stups à 5 cm d’eux ☺️",fr,[],[],[],1,0,0,[],[],https://twitter.com/_sadstatue/status/1336444167480815617,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'spostren', 'name': 'spostren', 'id': '14327040'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336443563844972547,1336266143858909184,2020-12-08 22:52:30 UTC,2020-12-08,22:52:30,+0000,486795466,_sadstatue,🦜,,"@Suikon4 @T_Bouhafs Mourir de la main d’un autre gang member c’est les risques du métier, mourir dans ton lit, dans ton jardin, dans ta voiture, dans la rue par un policier pour rien c’est pas normal.",fr,[],[],[],1,0,0,[],[],https://twitter.com/_sadstatue/status/1336443563844972547,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336442777907957764,1336266143858909184,2020-12-08 22:49:22 UTC,2020-12-08,22:49:22,+0000,486795466,_sadstatue,🦜,,@Suikon4 @T_Bouhafs Là maintenant ils restent plus tolérants que nous et je ne parlais pas spécialement de la Suède,fr,[],[],[],0,0,0,[],[],https://twitter.com/_sadstatue/status/1336442777907957764,False,,0,,,,,,,,"[{'screen_name': 'Suikon4', 'name': 'Suikon', 'id': '1182246196087345152'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}]",,,,
1336438703737237508,1336228878541615104,2020-12-08 22:33:11 UTC,2020-12-08,22:33:11,+0000,1119213134189944832,jeanphilippefa5,jean-philippe faure,,"@Poulin2012 @T_Bouhafs @GaspardGlanz Il est d'une débilité ! Bon en même temps il est chez Truchot, c'est bon il est au niveau...",fr,[],[],[],0,0,0,[],[],https://twitter.com/jeanphilippefa5/status/1336438703737237508,False,,0,,,,,,,,"[{'screen_name': 'Poulin2012', 'name': 'Alexis Poulin', 'id': '474073938'}, {'screen_name': 'T_Bouhafs', 'name': 'Taha Bouhafs 🔻', 'id': '835174698623336448'}, {'screen_name': 'GaspardGlanz', 'name': 'Gaspard Glanz', 'id': '53798973'}]",,,,
